0,7,0,0,0,0,0
1,7,0,0,0,0,0
2,7,0,0,0,0,0
3,7,0,0,0,0,0
4,7,0,0,0,0,0
5,7,0,0,0,0,0
6,7,0,0,0,0,0
7,7,4.49142857142857,2.4819846129756,1.0132659752049,2.01205604833774,6.9708010945194
8,7,53.7557142857143,17.1367819393869,6.99606193080669,36.6369674358793,70.8744611355493
9,7,225.165714285714,62.5169270030506,25.5224285740495,162.714581337871,287.616847233557
10,7,367.952857142857,20.2389160729898,8.26250288763968,347.735240906972,388.170473378742
11,7,619.592857142857,120.864741028182,49.3428239021129,498.855316567818,740.330397717896
12,7,611.468571428571,41.8264088938123,17.0755599271414,569.686181477913,653.25096137923
13,7,663.495714285714,81.9287560134094,33.4472745823053,581.653181721771,745.338246849657
14,7,557.572857142857,204.873464258168,83.6392415448065,352.915005786094,762.230708499621
15,7,475.902857142857,252.938752778499,103.261813413884,223.230302129704,728.575412156011
16,7,351.765714285714,131.000810666339,53.4808570039132,220.90277147345,482.628657097979
17,7,192.311428571429,79.8140061702981,32.5839315740964,112.581420245875,272.041436896982
18,7,33.4114285714286,15.0368585244962,6.13877178657254,18.3903951353898,48.4324620074673
19,7,0,0,0,0,0
20,7,0,0,0,0,0
21,7,0,0,0,0,0
22,7,0,0,0,0,0
23,7,0,0,0,0,0
